text,label
ഇത് മമ്മൂട്ടി ക്ക് ചേരുന്ന പടമാ ഭാഷ കൈകാര്യം ചെയ്യാൻ ലാൽ പോരാ,0
prithiraje than ee pani nirthiko enthon kopile padamado,2
angane malayalathinu puthiya our director koode kitti,0
പൊളിച്ചു ഇത് അപ്പുറത്തു രായന്റെ ട്രൈലെർ മൂഞ്ചൽ,2
അസുരൻ ആണ് എന്ന് പറഞ്ഞപ്പോൾ ഇത്രയും പ്രതീക്ഷിച്ചില്ല ഇതു പ്രതീക്ഷകൾക്കും മുകളിൽ boss is back,0
mr producer,0
lost in times samayam kazhinhu ini nadakoola,0
naaanavum maanavum undoda ooolakale trailer verunathinte munb thane degrade cheyaaan,1
pala padathilum kanda scenugal kooti kuzhucha padam athine kidu mass ennoke parayaan kure andam kammi fansugalum,3
ഐ എം വിജയൻ ചേട്ടന്റെ സീൻ ഓർമ്മയുണ്ടോ ജോസിനെ മാത്രമായിരുന്നെങ്കിൽ നോക്കായിരുന്നു പക്ഷേ പൊറിഞ്ചു,0
kinnan oru rakshayum illa bgm kidu,0
ente ponno adaaar ite linto annaaa namichu mone shylock,0
adipoly lalettan fan thanne aaganamennilla sharaashari oru cinema premi aayaaal mathi ith kandit romaanjification undaagan kidue,0
ella new gen nadan maarum ananju eth saubin ugam,0
പോരട്ടെ അങ്ങനെ ഒരു ഒന്നൊന്നൊര ട്രൈലെർ പോരട്ടെ,0
pwolii varunetta girishetta manuchetta kalakkii ennalum vaishnav ne evdelum oru minnayam pole kaanikaarn any way waiting for movie,0
ഈ പടം വിജയിച്ചാൽ അത് പൂവൻ കോഴികളെ കൂടി വിജയമാണ്,0
പൊളി ജോഷി സർ ഇസ് ബാക്ക് വിത്ത് എ ബാങ്,0
trailer releasin munpe vann dislike adich pokunna kure vaanangal antha bayam irkattum,1
thrissur pooram trailer hidden details,5
enna parayan eneet ninnu thoyth povum,0
failure anu nalla mammokka movie kandu varashangal ayi,0
padam first day kandittu vannavar arokke ind,0
ഇനി ദിലീപെട്ടൻ എത്ര പടം ചെയ്താലും മഞ്ജുചേച്ചീടെ ഏഴയലത്ത് എത്തില്ല പെണ്ണിന്റെ പവർ കാണിച്ച ലേഡി,0
katta mammookka fans like button adich polikkeda mass ka baap,0
2 7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram,1
alert vannu vannu mass kaaa bhap ayaaa,0
25 k dislike ivaneokke endu manushyarada nalladine nalladenn angikarikk,1
mega star back in masss ikka uyir 2020 blockbuster loading,0
കത്തി പടം ആകും അജയ് വാസുദേവ് അല്ലെ waste,0
bahubali prabhas kgf yash now mamangam mammootty,0
ente ponnu mammookka ellarum level ultra romanjification,0
enganem trailer irakkavo veendum veendum kadittum matiyakunnilla katta waiting for this movie,0
dislike adichavan maarude nenjathu irikkatte ente like thendikal,1
100 cr or 200 cr ഒന്ന് പറ box ഓഫീസ്,0
potta patta padam mohanlal engonuru film abiniyakadayirunu ethryum prashthiyulla allale ningal film ne kurich nalla arivum sharik script vayichitu thaneyano e film ne commit cheythe interval ayapo enganeyenkilum irangi poya mathinu ayirunu athraku worst padam pinne kuree mohanlal fans undond e padam pottula avar ettadathu vijayipicholum bt sense ulla arkum e padam eshtavilla,0
i love you mohan lal sir i m a tamilan,5
lucifer thannee sheenam maarillaa aduthu kootheraaaaa thaaa,0
ഐ എം വിജയൻ സാറിനെ കണ്ടവർ അടി ലൈക്,0
ee easter um vishum njangal angu eduthu,0
is it aadai tamil film remake,5
still trending no 1 after 4days,5
trailer കാണാൻ വേണ്ടി urakathe kathe ninvar ലൈക് adi,0
പടം കണ്ടു കഴിഞ്ഞു കാണാൻ വന്നവർ ആരൊക്കെ എന്നുള്ള കമന്റ് വന്നോ ശകുന്തളേ,0
22k dislike enthuttta pattiye supper teaser,1
ഈ ഓണം ഇട്ടിമാണി ക്കൊപ്പം,0
tovino mass alle eeee filmum adpoli aaakum oru rakshayum illa tovino mass aaam,0
മൈര് ഇത് ഒരു മാതിരി ഫാൻ മെയ്ഡ് ട്രൈലെർ പോലെ ഉണ്ട്,1
ടീസർ നൽകാത്ത പ്രതീക്ഷ trailer കണ്ടിട്ടു കിട്ടിയവർ അടി like,0
kolakolli item ikka war mode on,0
ithenna lalettante mukam ingane irikkunne sreekumar menonte montha adichuolikkanm nalloru mukam aarnnu ippo entho pole,2
സണ്ണി chechy fanz adich polikk,0
pulimurugan endhooo evideyo feel cheyunna poley,0
lalettane oru shikandi ayi thonnunath enikk mathramano,2
mohanlal n ee veruppikal nirtikuude enth kaaanichalum stuthi paadan kure koonathile pans,2
dislike adicha alla pundache kunnayole lappantta makkalakum anta nadu veral നമസ്കാരം,1
ആരും കണ്ടേക്കരുതേ,3
manju chechi undel hero vendaa chechi vere level aaanu,0
ഫസ്റ്റ് ഈ ചളി kunna രാജപ്പനെ ചവിട്ടി പുറത്താക്കേ എന്നാലേ മലയാള kunna രക്ഷപെടു,2
എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു മമ്മൂക്ക ക്ഷമിക്കണം,2
enthonedai id padakkamo,3
inn kandu suppppper e movie le romantic scen kanda nammal snehikunna aal hridayattil kutti novikkum pinne supper comedy,0
dialogue presentation pora bakki ellam kollam,0
anuraga karikkin vellam,0
hindi me b diya kro trailer ko,5
trailer velya pora vijaricha oru punch illaa shylock teacer adipoli mass aanu lalettante oru mass kaanan illa,0
annnnnnooii oru rakshem ella pwoliiiiiino words,0
lastil oru laila may lailaa touch vannille bgm il,0
ith polathe oombiya trailer njan kandittilla patti okki surajinte appante soubinte pooru,2
prajapathi film orma vannavar like cheyyu,0
uyyo no raksha nte mammookaaaaa pwoli pwolii dialogue nd that smile,0
mavane kola kattle irkk kollame vidamattyy,5
gopi annan namichu kidukkachi bgm kidukki,0
മൈരൻ മോഹനന്റെ ഒടിയൻ ഫാൻസ് മൊത്തം കുരു വാരി എറിയുന്നുണ്ടല്ലോ,2
eee mammunnikk 10 million onnum ethikkaanulla traniyilla,2
ithu kaanumbol 2016 il irangiya shahrukh khan abhinayicha hindi movie faninte oru cheriya cut undo ennu oru samshayam,0
ലാലേട്ടാ പൊളിച്ചു ഏറെ നാൾ ആയിട് കാണാൻ കാത്തിരുന്ന ആ പഴയ ലാലേട്ടൻ ഈ ഓണം ഇട്ടിച്ചയാനോട് ഒപ്പം,0
ആരാണ് ആ പൂവൻ കോഴി കോടതി വിധി കാത്തിരിക്കുന്നു,0
dislike adicha ellum dileep nayeenta makalayerrikum,3
njn panik povilada natukar thendikale,0
sir release date kiya 14 june,5
lucifer nne polle raja 2 vum vijayikkktte,0
ithra pettenn 12 k likes,0
super movie ella arum kananam suraj robo combinations kalakki vathyasthamaya oru anubhavam,0
ശ്രീനാഥ് ഭാസി sb ഫാൻസ് ലൈക് അടി,0
മലയാളിയായി ജനിച്ചതിൽ അഭിമാനം തോന്നുന്ന നിമിഷങ്ങൾ എന്താ reality,0
durantham poojapura jimittolikal dislike aayi irangeetund haha,3
penkuttykalude mansil pettennubidam nedam keri kandu nokku mchan mare upakarapedum,0
രാക്ഷസൻ ഇമൈകൾനോടികൾ ഒക്കെ അങ്ങോട്ട് മാറിനിക്ക് ഇനി ഇവിടെ 5 ആം പാതിര ഭരിക്കും,0
rapistukallkk theertha theerathe cinemem kanjaavennum paranj thalliya payyanu velakkum aaaaha anthass,1
എന്തോന്ന് വാസു അണ്ണാ ഇത് പെട്ടിയും എടുത്ത് വല്ലോ ആന്ധ്രയില്ലോ തമിഴ്നാട്ടില്ലോ പോ,2
inni kanji chodichu arum varandaa assalu biriyani thanne thannittund lucifer,0
ith oru oola padam aayirikum enn manass parayunu,1
dislike adikan vanna haters ithe ningak patiya area alla ninteyoke rayaye kandam vazhi oodicha trailer aaan uciferloading,1
e trailer kndapoi ethra perkku kgf padam ormma vannu,0
14k dislike adicha oolakalk naduviral namaskaram,1
i am a big mohanlal fanss,5
voiceatokke ikka kasargod muthal tirupanantapuram vare,0
trailer kandappo thanne romaanjam limit break chiedhu cinima kandaal romaanjam kondu marikkum,0
dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah,3
mwone,0
എന്ത് മൈര് ആണെങ്കിലും ഞാനും എന്റെയും ഭാര്യയുടെയും കുടുംബത്തിലുള്ളവരും എന്റെ 27 ഇൽ പരം ഫ്രണ്ട്സും അവരുടെ കുടുംബങ്ങളും ഈ സിനിമ കാണുന്നില്ല എന്ന് തീരുമാനിച്ച വിവരം വിനയപൂർവം അറിയിക്കുന്നു കാരണം ബ്ലോജോബി ജോർജ് എന്ന ആ തരം താണ വ്യക്തി ആണ് ഈ സിനിമ നിർമിച്ചിരിക്കുന്നത് എന്നത് കൊണ്ട് മാത്രം ഈ കമെന്റ് delete ചെയ്താൽ എനിക്ക് മലരാണ് എന്നും അറിയിച്ചുകൊള്ളുന്നു മമ്മൂക്ക ക്ഷമിക്കണം,2
ingalu puthu muga director aano rajuvetan,0
enna padam ethillum high irakiya villian potti palisayi pinna ithe,0
16 k mammooty fans thayolikal dislike pooranmar,3
ithipo kadha muzhuvan undalo ithilu,0
ആദ്യമേ തന്നെ പൊറിഞ്ചു മറിയം ടീമ്സിനു എന്റെ ബിഗ് സല്യൂട്ട് ട്രയ്ലർ ഒരു രക്ഷയുമില്ല തൃശൂർ പൂരം വെടികെട്ടു കണ്ടു തീർന്ന പ്രതീതി ജോജു ഒരുപാട് കഷ്ടപ്പെട്ട് മലയാള സിനിമയിലേക് കടന്നതുവന്ന ഒരു നടനാണ് ഇപ്പോളാണ് ഒന്ന് സമയം തെളിഞ്ഞത് ഈ movileyile കാട്ടാളൻ പൊറിഞ്ചു രോമാഞ്ചം ചെമ്പൻ വിനോദ് നൈല ഉഷ കിടുക്കും ജോഷി സാറിന്റെ ശക്തമായ തിരിച്ചുവരവായിരിക്കും ഈ സിനിമ ജോജു ചേട്ടന്റെ ആ പോടാ എന്നുള്ള വിളി കൊലകൊല്ലി ഭാവങ്ങൾ ജോസഫിന് ശേഷം ശക്തമായ കഥാപാത്രമായിരിക്കും കാട്ടാളൻ പൊറിഞ്ചു ഈ ചിത്രത്തിന് എന്റെ എല്ലാവിധ ആശംസകൾ നേരുന്നു,0
madhuraraja trailer kandathinu shesham ivide vannavar like adi,0
kidu trailer padam super aarikum ennadhil oru samshayom illa all the best team helen,0
lucifer film kandittu trailer kanunevar ethra paerru,0
പുതിയമുഖം തൊട്ട് ചങ്കില് കേറിയതാണ് രാജുവേട്ടന് അന്നും ഇന്നും രാജുവേട്ടന് ഉയിര് കട്ട രാജുവേട്ടന് ഫാന് സ് ഇങ്ങുപോര്,0
njan ethra thavana kandoonu enikku thanne ariyoollla wow,0
katta ikka fans like adichitt pokko,0
ഏട്ടൻ ഫാൻസ് ആലപ്പുഴ അടി ലൈക്ക്,0
ഇത് കണ്ടപ്പോ ഷാരൂഖിന്റെ ഫാൻ movie ആണ് ഓർമ വന്നത് ബട്ട് രാജുവേട്ടനും സുരാജേട്ടനും കലക്കും,0
ഞാൻ wedding വീഡിയോ എഡിറ്റർ ആണ്,0
ബാന്റ് സെറ്റുകാർ ഊതുമല്ലോ ഇതിലും നന്നായിട്ട് കോപ്പി ചേട്ടൻ എന്തൊന്നിത് ചെയ്ത് വചേക്കുന്നത് bgm,2
13k dislike kodutha yethu mire adaaa,1
ittimani enna cinima chali padam pottan pokunna padam odiyanil kalam van durathan boor padam ennulavar like adiche,3
madhura rajayude fan ticket eduthavar like adiche,0
4k sangi polayadi dislike fucking sangi,3
editing pakka bor ellaam over aan,0
ജോബി ജോർജ് പര നാറി ഗുഡ് വിൽ പോടാ നാറി മമ്മുക്ക,2
dislike adikunna mammunikale,3
ಕನ್ನಡಿಗ mohanlal sir fan from karnataka,5
chetta done deal wait trailer kollam massss,0
കട്ട ലലേട്ടൻ ഫാൻസ് എനിക്ക് ഒരു 1k like തരുമോ പറ്റുന്നവർ എന്റെ ചാനൽ സസ്ക്രബ് ചെയ്യൂമോ common laletten fans,0
ഈ ഊമ്പിയ item 8 8 മടങ്ങിൽ പൊട്ടും എന്ന് ഉറപ്പാ,3
വിനീത് നല്ല പാട്ട് ആണ് നല്ല യൂത്തിന്റെ പൾസ് അറിയുന്ന ഒന്നാന്തരം ഡിറക്ടറ് കൂടി ആണ് അഭിനയം ഇത്ര ലോക വെറുപ്പിക്കൽ കൂടി ആണ്,2
ohoo mamooka powlikum ee jati tralier making kiduwee,0
driving license trailer kanunna driving license illatha njan,0
5 thing s you should know about moothon മൂത്തോനെ കുറിച്ച് അറിഞ്ഞിരിക്കേണ്ട 5 കാര്യങ്ങൾ,0
ikkaaaaa jeevannn,0
comments full like thendikal aanello,1
njn healthy aanu,0
27th character poster aaa suspense hype inu kodukkanam oru like,0
ട്രെയിലർ ഡയലോഗ് മനസിലാകാത്തവർ സബ്ടൈറ്റിൽ ഉപയോഗിച്ച് കാണുക ഭാഷ മലയാളം അല്ല ഹിന്ദിയും ലക്ഷദ്വീപ് ഭാഷയുമാണ്,0
onnum parayanilla lalettane kanicha ella bhagathum adhehathinte mikavu karanam ente mughathinnu chiri marittillayirunnu great great great,0
സിനിമയുടെ പേരിൽ കോഴി കണ്ടപ്പോ എന്റെ ചങ്കിനെ ഓർമ്മ വന്നു al ashwin thalavil lfa,0
lalleettan faans aa like button adichu pottichekku,0
ചേച്ചി തകർക്കും മോഹൻലാൽ ഫാൻസിന്റെ വക അടിപൊളി ആശംസകൾ,0
cristamasinu mamangam,0
24 k naarikkal eee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi,1
kandathil vech mungiya pdam rating 1 1 5,3
after 20 hr 3m viwe,5
mammooty fans എന്റെ ചാനൽ sandarschikkuka,0
delipettan manasvekkathe ninte oru padam polum vijayikkilla,2
33k kurugal kanunnylllle dislike duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum,1
pwoliyaanu monneee rajuatan surajatan thakarkkum,0
നൈലാ ഉഷ ഫാൻസ് ഇവിടെ ലൈക്,0
mammoonny komali loka tholvi sammathikkunnavar like adikku,2
jakes bejoy ആണ് ഇൗ ട്രൈലെറിലെ ഹീറോ എന്നു വിശ്വസിക്കുന്നവർ ഇവിടെ ലൈക്ക് അടിക്കുക,0
ningal kaynhe ullu vere oru nadan,0
ഡയറക്ടർ സിദ്ധീക്ക് മമ്മൂട്ടിക്ക് മാത്രമേ നല്ല ചിത്രം ചെയ്തു കൊടുക്കുള്ളു ലാലേട്ടനെ താറടിക്കണം അത്രേയുള്ളൂ ആ നാറിക്ക് വെറുതെ അല്ല ഈ ഫിലിം ആന്റണി പെരുമ്പാവൂർ പ്രൊഡ്യൂസ് ചെയ്യാതിരുന്നത് ലാലേട്ടൻ കാര്യങ്ങൾ മനസിലാക്കണം,2
mammoonji fans vannu dislike adichu views koottunnund ivanmaarkku buddhi theere ille,3
ഈ ഓണം ഇട്ടിമാണി അങ്ങ് എടുത്തു എന്നു പറഞ്ഞേരെ,0
heroine illengil oru item dance engilum vekkada kundanmare,1
ithrem dislike adichavar malayalikal aagan vazhiyilla,0
watch from saudi riyadh,5
ഭാവനയുടെ ഇഷ്യൂ കൊണ്ട് ഏറ്റവും കൂടുതൽ ലാഭം ഉണ്ടായത് ഹണി റോസ് നു ആണ് ലാൽ ന്റെ കൂടെ ഇതിപ്പോ എത്രമത്തെ സിനിമയാ,0
muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan,3
dislike adikuna olikal ellam odd kadam vazhi,1
muriyandi mammunniyude sudappi fansinaanu kuru vallathe pottunnath,2
suraj ettan powli koode soubin ekka pine paryano katta waiting anee,0
dislike chydha appa illaathavanmmaar bloody fools,1
ittimani mannikunnel ittimani uyir mannichayan loading just 8 minutes,0
trailer kannunathinu munne dislike adicha mahanmark adaranjalikal ivrk matram engana pattunoo ijathi kuru pottikal kashtam,1
മാപ്പിളമാരെ അപമാനിക്കാനാ ഇവർ ഈ വേഷം കെട്ടുന്നത്,2
ejjaathi hardwork mammookka katta waiting padam onnu kaanan aayit,0
ഡിഗ്രേയ് ഡ് ഇവിടെ വേവില്ല ഒറ്റ കാരണമേ ഉള്ളു അജയ് വാസുദേവ്,0
e padatinda second varumo please,0
valip padam enn thonnunavar like adi,3
shylok teser ejjathi ithe atrakke anghatte pora but randd padavum naanvum mass,0
katta waiting uae enna look aada uvve,0
adikkada makkale like mega star daa,0
kidilam padam perfct mass class movie,0
enik pulimurgante scnd part ayita thoniye,0
lallettta mass kola mass still waiting,0
madhurarajaykku lucifer inte half like polum kittillannu urappullavarkku like adikkan after madhuraraja trailer,0
iyakku vera pani onnum ille,2
കൊള്ളാം നല്ല ഫീൽ ഗുഡ് മൂവി ആണെന് ഉറപ്പായി,0
1 38 ee scene kaanaan vendi trailer kaanunnath aarokke,0
slr in pagaram kar_ 98 edukkaynu,0
iam lalettan fan but after lalettan am a diehard fan of mamukka katta waiting,0
padam heavy padam kandathinu shesham trailer kanan vannavar,0
സിനിമ കണ്ട് കിളി പോവാന് കേട്ടിട്ടുണ്ട് ഇതിപ്പോ ട്രൈലെർ കണ്ടപ്പോ തന്നെ കിളി ഏതൊക്കെയോ വഴിക്ക് പോയി,0
eid usharakkanam ithiri late ayalum nammal polikkum mammukka sa,0
uluppillathavanmaaru script writer ude peru polum vechilla,1
fdfs ഉറപ്പിച്ചവർ മാത്രം like ഇട്ടേ,0
തിയേറ്റർ കാലി ആണെങ്കിലും മാമാങ്കം 100 തള്ളി മറിച്ചിട്ടുണ്ട് ഇതു എത്ര തള്ളാനാവോ പ്രൊഡ്യൂസർ ഉദ്ദേശിച്ചിട്ടുള്ളത്,0
13k dislike adicha guhanzzz stand vitt pokendatanu,3
soubin നെ ishtappedunnavar like അടിച്ചു pottikk,0
njan cinema kandu pwoli filing anu,0
hvy iteam,0
തമിഴ്നാട് പോലെ കേരള ഇൻഡസ്ട്രറ്റിയും വെറൈറ്റി ഫിലിം ചെയ്യണം എന്നാണ് എന്റെ അഭിപ്രായം മോഹൻലാൽ മമ്മൂട്ടി പോലെ സ്ഥിരം cast crew പോലെ ചെയ്യാണ്ട് പുതു മുഖങ്ങൾ വരണം വിത്ത് വെറൈറ്റി stunning stories,0
ചാക്കോച്ചന് ഈ പടം ഒരു വഴി തിരിവാകട്ടെ മിഥുൻ കോമഡി മാറി ഇങ്ങനെ ഒരു ഐറ്റം ചെയ്യുമെന്ന് ഓർത്തില്ല വിജയാശംസകൾ അഞ്ചം പാതിരാ,0
പടം കാണാൻ പറ്റാതെ trailer കണ്ട് ആശ തീർക്കുന്നവർ ഉണ്ടോ,0
many many more happy returns of the day dearest mammookkaa,5
അടിപൊളി വേറെ ലെവൽ comedy ട്രൈലെർ ഇത്തവണ onnam ലാലേട്ടൻ കൊണ്ടുപോകും,0
kumbalangi nights ile penkutti allee ith,0
watched തണ്ണീർമത്തൻദിനങ്ങൾ സ്കൂൾ ലൈഫിലേക്ക് തിരിച്ചു കൊണ്ട് പോകുന്ന 2 മണിക്കൂർ clean feel good entertainer കുറെ കാലത്തിന് ശേഷം ഒരുപാട് ചിരിപ്പിച്ച സിനിമ vineeth sreenivasan ഒരു രക്ഷയുമില്ല അജാതി നമ്പറുകൾ വെറൈറ്റി കഥാപാത്രം justin varghese ന്റെ മ്യൂസിക് സിനിമയുടെ ഒഴുക്കിന് നല്ല പങ്ക് വഹിച്ചിട്ടുണ്ട് പിള്ളേർ മൊത്തം പൊളിച്ചടുക്കിയ സിനിമ girish a d മച്ചാനെ നീയാണ് ഡയറക്ടർ നല്ല പുതുമയാർന്ന മേക്കിങ് ധൈര്യമായി ടിക്കറ്റ് എടുക്കാം my ratting 5 5,0
chilapo tovino nu superstar pathavi nedi kodukaan pokunna chithram,0
ഒരറ്റ പൈസ പോലും മുടക്കാതെ നിർമ്മിച്ച ഈ ഹൊറർ ഫിലീം ഒന്ന് കണ്ട് നോക്കിക്കെ നിങ്ങൾക്കിഷ്ടപ്പെടും അത് തീർച്ച,0
ee varsham pirannitt oru nalla movie kandu,0
unlike button kuthi thudangiyittund mammunni fans,3
kalakki ithu box ofice aaghosham aayirikkum,0
trailer 50il kooduthal thavana kandath njan maathramaano anna ben vineeth yettan izhtam,0
ലാലേട്ടന്റെ മാപ്പിള ഡയലോഗ് കൊള്ളാം കുഞ്ഞാലി മരക്കാരും ഇങ്ങനെയായിരിക്കും പറങ്കികളോടും മറ്റുമൊക്കെ സംസാരിച്ചത്,0
ഒരു രക്ഷയും ഇല്ല കിടു സൂപ്പർ boss,0
trailer 5manikur 3lakhs views 30cr budget laalunnis teaser shylock mass 5manikur 6lakhs views 25cr budget megastar,5
dislik അടിച്ച daashukal priya faans ആണെന്ന് തോന്നുന്നു,3
lucifer ethara view anenu nokan idaku idaku varunavaruku likean ulla sathalam,0
release date,5
laletta ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam,0
superb trailer sir love from karnataka,5
29k dislike adichavar padam kandu kaanum lo oro dhurendhangal,1
asuran fans hit like nu yaarum podalaya,5
5 varshathinullil mikkavarum jojo bro super starukalude kanji kudi muttikkum,0
trailer releasinu munne 6k dislike itta ella punnara malarukalkum nadu viral namaskaram chettakale,1
mammookkaaa nighal muthaanu nighal kola maassalla kolaveri maasaanu,0
dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah,3
patti vananagal okke dislike adichu thudangi,1
മാമാങ്കം കണ്ടു ചൊറിച്ചിൽ വന്ന എല്ലാ അമ്മായി ഫാന്സിനും വേണ്ടി സമർപ്പിയ്ക്കുന്നു ഇക്ക ചെയ്ത പോലെ ഒരു വേഷം ചെയ്തു കാണിയ്ക്കാൻ പറ ഒരെ ഒരു രായാവിനോട് കണ്ടി ഇടും കണ്ടി,0
enthonedai id padakkamo,3
68കാരന്റെ പൂണ്ടുവിളയാട്ടം എന്നൊക്കെ പറഞ്ഞാൽ ഇതൊക്കെ ആണ്,0
കുർബ്ബാന കൂടി സെമിത്തേരിയിൽ പ്രാർത്ഥിച്ചു ഇനി രണ്ട് കിലോ പോത്തെർച്ചിം വാങ്ങി വീട്ടിൽ പോണം ലാലേട്ടൻ,0
അലൻസിയർ ഉള്ളത് കൊണ്ട് പടം കാണുന്നില്ല,2
ithilulla athika sceenum movie illa padakkam pottunnathum thallaan pokunnathum mechile pillere thottaal undallo ath movieil vere model aan,0
dislike adichavarkk enthe naduviral namskaram,1
potta padam 2million views polum illatha ee oola padam potti paaleesavum antony perumbaavoor kuthuvaala edukentiverum not an ikka fan,2
shylock തിയ്യറ്ററിൽ പോയി കാണും എന്ന് ഉറപ്പ് ഉള്ളവർ ലൈക്ക് അടി,0
i am waiting for joshi sir striking again,5
കടലിൽ സിംഹമോ വല്ല സ്രാവോ തിമിംഗലമോ മതിയായിരുന്നു,0
ith arabikkadalinte simhamalla hippo pottamaas kunjali marakkare baahubali dressokke itt priyadarshan abhamanikkunnu cashing vendi charithrathe valachodikkunnu,2
ethinu okkae dislikes adicha chila prajanda kunju ghalodu enikku etrae parayan ullu odada pullae kandam vazhi uluppundo ninakku okkae,1
tamil nadu fans like pannungei,5
delipettan manasvekkathe ninte oru padam polum vijayikkilla,2
dislike adicha guhanolikalkk നടു വിരൽ നമസ്കാരം,3
ittimani enna cinima chali padam pottan pokunna padam odiyanil kalam van durathan boor padam ennulavar like adiche,3
saw the movie yesterday now im proud of being malayaaali vere eth naatukaarkundedaa ithrem kidilan films nammal muthaaanu,0
prithviraj fans like adikkan ulla comment,0
ith kelkumbo kilichundan mambazam orma verunnu,0
madhuraraaja trailer kandu evide vannavar like,0
27th character poster aaa suspense hype inu kodukkanam oru like,0
padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru onnu poyinada,0
kiduvo kidu onnum parayan illaa,0
മവ്വനെ കൊല ഗാണ്ടിലെ ഇരുക്ക് ഹ ഹ കൊല്ലാമ വിടമാട്ടെ,0
iyyalkke rest cheyyanulla time aayilla kanda oola padagalilellam abinayiche vila poi paavam,2
pazhassi raja poloru padam pratheekshikkunnu from unni ikka combo,0
ആരോ ഒരാൾ അല്ല എന്റ ഏട്ടൻ my ബിഗ് ബ്രദർ,0
malayalam comedy thug life ithu kaanu chirichu marikkum,0
dislike ചെയ്ത എല്ലാ മമ്മുണ്ണി നിക്കർ പാൻസിനും എന്റെ നടുവിരൽ നമസ്കാരം,3
etttan fans nila pushi akoshikkuu,0
കോഴി എന്ന് കേൾക്കുമ്പോൾ ആദ്യം മനസ്സിൽ ഓടി വരുന്ന ഒരു കൂട്ടുകാരൻ എനിക്കുമുണ്ട് ഈ സിനിമ നല്ലൊരു വിജയമാവട്ടെ മഞ്ജു വാര്യർ,0
raju kadha paranjal entha,0
മമ്മു ഫാൻസ് നാറികൾ ട്രൈലെർ ഡീഗ്രേഡ് ചെയ്യാൻ വന്നിട്ടുണ്ടല്ലോ,3
second vechu dislike ivane okke samathikkanam,0
പക്കാ വെറൈറ്റി ദൈവമേ ഇതൊക്ക ഉള്ളത് ആണോ,0
fanshowku pokum munp kanunnavar aroke,0
valip padam enn thonnunavar like adi,3
patti vananagal okke dislike adichu thudangi,1
ഈ ക്രിസ്തുമസ് പൃഥ്വിരാജ് കൊണ്ട് പോകും എന്ന് പറയ്യാൻ കഴിവുള്ള എത്ര പേരുണ്ട് ഇവിടെ,0
1 23 predator movie bgm copycat deepak dev anna,5
naaanavum maanavum undoda ooolakale trailer verunathinte munb thane degrade cheyaaan,1
chaanakahinalkathu ulla potimaaankal dislke yethra adichitu kaaryamilla yeriyunna marathil bhalamundu,1
adutha kettu manakunu anu sitara kavya madavante clone alle ee koode abinekunevark onm oru tulli ulup tonille avo,2
cinema kandathinu shesham vannavar undo ivide,0
lusifer oniladhigam kanubol lagadikumpole enalum kolam,0
i am waiting for kappan moganla and surya,5
lalettante mukathu no expression enda ingane full ചളി കോമെഡിയും,0
ee trailer kandappo sharukh khante fan cinema orma vannathu enikku mathramano,0
antony perumbavor undaya monemarayirikum dislike adikunath,2
ഞാൻ ഖത്തറിൽ നിന്നാണ് കണ്ടത് പക്ഷെ കാണുമ്പോൾ നാട്ടിലെ തിയേറ്ററിൽ നിന്നും കാണണം എന്നീട്ടു നിന്ന് കയ്യടിക്കുന്ന രംഗങ്ങളിൽ ഇവിടെ എല്ലാവരും ഭയങ്കര ഗൗരവത്തിലാ മലയാളികളുടെ ഓരോ ജാഡ,0
നിവിൻ പോളിയുടെ തിരിച്ചു വരവിനായി കട്ട വെയ്റ്റിങ്,0
dhaivam marikkugayo endhuvaade,0
വളിപ്പ് പടം,3
enth paaandi bgm aaan gobi,2
usmanee mmmuk eenthapaya kachavadam matti bala kachavadam tudangam evdoo kettapole,0
ഇത് നല്ലൊരു സിനിമ ആയിരിക്കും ഒരു വിത്യസ്ത ഉണ്ട്,0
apdi illa chumma dhaan ketten irundhalum unga mozhi patru enaku pudichuruku bro,5
m e g a s t a r,0
ith shah rukh khante fan cinema pole aavo,0
ithu enthaada serial aah pani nirthi podappa,3
padam kandathinushesham onnumkude trailer kanan vannavarundooo,0
nalla tholvi padam anennu trailer kandapozhe pidikitti,3
