text,true_label,true_label_name,pred_muril,pred_muril_name,pred_xlm-roberta,pred_xlm-roberta_name,pred_mbert,pred_mbert_name,correct
romba perumaya iruku da deiii yenga irunthu da vareenga nengalam,0,Not_offensive,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
deiii t paiya naarakoodhi paiya indha channel oda amma va ooka yaara pathida pressuringa,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
troll pandravan la pakka dash than surya sir semaya iruku by thala thalapathy fanz,1,Offensive_Untargeted,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
காலா கபாலி அசுரன் பரியேரும் பெருமாள் போன்ற படங்களுக்கு முற்றுப்புள்ளி வைக்க பல வருடம் காத்து கொண்டு இருக்கும் வன்னியர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் நண்பா,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
eppo release family oda vandhu paakkanum,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
thalaivaaa ennaa thalaivaaaa graphics idhuuu really dissapointed,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
புரட்சி பன்ன போறிங்களா முடியல டா அடக்குனா அடங்க கூடாது அது தான் வீரம் மேங்கோ ஆரமிச்சி புலிபடை வரைக்கும் படத்துல இருக்கு அருமையா வரும்டா படம் அம்மணம் பொண்ணுக்கு அவமானம் இது பொள்ளாச்சி கதை போல இருக்கே பொள்ளாச்சில பாதிக்கபட்ட பொண்ணும் பாதிக்க வச்ச பயலும் ஒரு சாதியாமே,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
views got stuck on 70k,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
adicha thirupi adikuravan dhan da sathriyan,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
valakam pola heroine ah oru frame la formality kaaga kaamichitaanga,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
dislike பன்னவன் எல்லாம் குருமாவின் கூஊஊ கள்,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,4,Offensive_Targeted_Other,False
38 it s superstar rajini not rajni spelling mistake,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
ethu ellam oruu trailar ah thu naiya,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
கார்ப்பரேட் டேய் தமிழ்நாடு பாலைவனம் ஆகிட்டு இந்தியா பெருத்து கொழுத்து போகலஞம் துபாய் பாலைவனம் தான் அஞ்க பணம் கொட்டல முப்போகம் விளையும் மன்னு கூடிய சீக்கிரம் நாசம் பண்ண போறீங்க என்று சொல்லாமல் சொல்றீங்க,4,Offensive_Targeted_Other,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
eppa sami siricchi vayiru valikkidhu da mudyala thalaivaaa ne vera level jayamravi aayittta,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
zee tamil puthu nadakam ma ithu aj lam irukkanu,1,Offensive_Untargeted,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
ending scenes look like power rangers but it s gud,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
mega akash intha padamaavathu release pannunga daa,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
eaduku karanam pa rangeathu tan,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,False
padam flop mani ratnam soup ila but sila paithiyanga oh mani ratnam magic mairu magicnu solitu thiruyum,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
dei romba seen podateda taanga mudiyale,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
ayaz kutti moonji fans hit like,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
vada chennai sequel nenaichan paravala ithuvam nala than iruku,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
arjun malayalam movie marakkar katta waiting,0,Not_offensive,5,not-Tamil,5,not-Tamil,5,not-Tamil,False
community certificate irukakoodadhunu veliela nalla dhanya peasaranga but comments la padichi paatha rmba kastama iruku ivlo peru jadhi veri ya irukangalanu rmba kastam da,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
trending 1 ccv trending 3 96 sethu_anna ellaam idamum irrukiyae,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,False
enna da viswasam bgma slow motionla potrukaan,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
super athum finalah sottaiyana vachi senchitinka,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,False
trailer la nalla thaan iruku ana sound thaan keka matingudhu,4,Offensive_Targeted_Other,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
not worthy vfx illana shakthi man pakkura mathiri than irukkum,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
mahabharatham pola annan thambinga kullaye sanda pola,0,Not_offensive,1,Offensive_Untargeted,0,Not_offensive,2,Offensive_Targeted_Individual,False
surya maranan mass acting thala thalapathy thalli ponge,4,Offensive_Targeted_Other,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
roma naal kalichi oru family kooda 3d padam release aaga poudhu,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
vijay sethu pathu mangatha thala maariye irruku,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
pink movie ka south remake,5,not-Tamil,5,not-Tamil,5,not-Tamil,0,Not_offensive,False
enna pannalum vetrimaaran maari padam edukka mudiyadhu,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,False
தோல்வியெனும் படிக்கட்டு உச்சம் ஏறி கொடி கட்டு,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
bigil ku toughuu koduka worth ahh naa padam thaan,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
rajini from 1996 still same announcement semmaaaaaa kalaai,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
teaser evalo seena kamichitu padam,0,Not_offensive,1,Offensive_Untargeted,0,Not_offensive,3,Offensive_Targeted_Group,False
thala fans ennada seireenga trailer vanthu 3naal aachu innum 10m varalla,0,Not_offensive,1,Offensive_Untargeted,0,Not_offensive,1,Offensive_Untargeted,False
dislike itta ella makkalkkum kuru potti kkanum,3,Offensive_Targeted_Group,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
to 14k unlikers orutharmela viswasam kaatrathuku eathuku inoruthara asinga paduthuringa,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
இந்த அசுரன் பரியேறும் பெருமாள் காலா கபாலி அதெல்லாம் எந்த வகை சார்ந்தது இயக்குனர் ரின் கருத்து அது ஜாதி தீண்டாமை படம் என் கருத்து அதுவும் ஜாதி வெறி பிடித்தவர்களின் படமே,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
டிஸ்லைக்கு போட்டவனெல்லாம் தண்ணிய குடிச்சிக்கோ இல்லைனா பயர்எஞ்சின கூப்பிட்டுக்கோ,1,Offensive_Untargeted,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
padam nalla irundha sandhosam who r u nu keta pera sollalam seiyura thozhila sollalam endha ooru nu sollalam adha vittutu edhirla nikkura nee dhan mudivu pannanum na enna vasanam idhellam konjam pazhaya vasanama theriyudhu phoenix paravai nu rombo naala sollikitu irukaradhum salippu thattudhu indha kuraigal padatthoda rasanaiya anubavattha kedukkama irundhurum nu namburen vaazhthukkal to the efforts put by the whole team god bless,4,Offensive_Targeted_Other,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
dear viewers vivegam teaser also paarunga already 536k likes bahubali 656k likes easya beat pannalaam,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
suriya super but sai pulav over makeup,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,False
திரௌபதி நிச்சயமாக மிரட்டுவாள் வன்னியர்கள் சார்பாக வாழ்த்துக்கள் மோகன் ஜி அனைத்து சமுதாய மக்களும் நிச்சயமாக ஆதரவு தருமாறு கேட்டுக்கொள்கிறேன் இது அத்துமீறும் கும்பலுக்கு பிற சமூகத்தினர் தரும் சவுக்கு அடி,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
othaaaaaaaaaaaaaaaaa adichiiiii piri thalapathy da m,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
kula thozhil thiruttu pappa aana aanda parambaranu peethipom pappa kaata emathi vanguvom pappa apram kaata vithe kudipom pappa jaathi peruma pesittu suthuvom pappa oora vittu veliya pona otha vangittu varuvom pappa aanda jathi nu sollipom pappa ana enga v2 pengalaye adimaya vachipom pappa veeratha pathi pesuvom pappa ana pappankitta mattum kumututtu poiduvom pappa udamba nalla valappom pappa ana ariva valakkama tik tok la jathi video poduvom pappa dai sollanumna yar venalum sollalam ella samuthayathulayum nallavanum irukkan kevalamanavanum irukkan,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
elaam mariduchi indha kuruvi jump mattum marala,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
நீ என்ன பெரிய வசூல் மன்னனா தெரியல்ல அப்படித்தான் பேசிக்கிறானுங்க d,3,Offensive_Targeted_Group,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,False
நான் என் சகோதிரியுடன் செல்வேன் இப்படத்தை காண sex education போன்று love and marriage education மிகவும் முக்கியமான ஒன்று நாடக நாய்களிடம் இருந்து என் குல பெண்ணை காப்பாற்ற உதவும் நன்றி இயக்குனரே இது போன்ற விழிப்புணர்வு மிகுந்த படத்தை மேலும் எதிர்பார்க்கிறேன்,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
amy jackson is looking very different,0,Not_offensive,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,False
cut panni cut panni podathingada kaduppaguthu,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
movie parthu tu vanthu trailer parthu rasichukittu irukean,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
look like joker costume like doraemon,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
surya annan polichu lalettanum poli ith pwolikkum,0,Not_offensive,5,not-Tamil,5,not-Tamil,5,not-Tamil,False
thalaaaaaaaaaaa da omaleyyyy vera yevan da gotha thala than massssss,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
one day 700k likes varanum kill the like button,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
ommala marana mass ya directoruchumma kzkhli,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
jathi irukka kudathu than ana athuku nu pre planned ah organised ah seiypadum intha mari nadaga kadhal velai ah la yethuku mudiyathu,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
10 thadavaiku mela pathuten gubeer siripu trailer ima90skid,3,Offensive_Targeted_Group,0,Not_offensive,1,Offensive_Untargeted,0,Not_offensive,False
சூப்பரா இருக்கு சில பேருக்கு கனவுல கூட இந்த மாதிரி நடக்காது சில பேருக்கு வயிற்றில் எரிச்சல் ஏற்படும்,1,Offensive_Untargeted,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,False
ivan tholla vera thaangala da yeppa,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
நான் அரசியலுக்கு வருவது உறுதி ஏ இது 96 யார ஏமாத்துறீங்க,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
kadhal apo epo nala explanation,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
thalapa thy ya kalaichai avaru topla than povaru,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
hit like for nawaz n rajinikanth sit,2,Offensive_Targeted_Individual,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
intha bgm mobile la piano music app use panna athula varum,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
கொங்குநாடு வேட்டுவக்கவுண்டர்கள் சார்பாக திரொபதி பட குழுவினர்க்கு வாழ்த்துக்கள் மண்ணும் பெண்னும் இரண்டுமே எங்களுக்கு முக்கியம் தான் எங்க மீறி என் காட்டு மண்ணுமேல கால வெச்சலும் என் வீட்டு பொண்னுமேல கைய வைச்சாலும் அவ காலி,1,Offensive_Untargeted,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
oru unmaiya othukitu than aaganum vijay sethupathy lam screen la theriyave ila thalaivar elarayum ninnu saaptutaaru,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
enna ga neenga ipadi pani vachu tinking marana masssss rajni mania starts,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
santhanam s comedy than kovama kuttyma maari iruku mathapadi theri,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
karur ptp kongu gounders sairbaga vaalthukkal yengal mulu aatharavum padathukku undo,0,Not_offensive,0,Not_offensive,0,Not_offensive,5,not-Tamil,False
fire force anime shinara lam copy adikuranungalae,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
but still vfx not upto mark,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
யார்ரா கோமாளி நா நா கோமாளி நீதா கோமாளி ஆகப்போர ஏமாளி,0,Not_offensive,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
தெருபொறுக்கி நாய்களிடமிருந்து குலம்காக்க குடிகாக்க வருகிறாள் உங்களின் திரவுளபதி,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
epdiyum padam odadhu manasulla periya batman nu nenapu,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,0,Not_offensive,False
நீ பழனிகே பால் காவடி எடுத்தாலும் படம் ஓடாது டா டேய் என்னடா பண்ணி வச்சிருக்கீங்க,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
spoiler alert reduce ur volume,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
ayyooooo surya eyes was killed me,0,Not_offensive,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
eduthaa ipdi movies edungapa naangalum konjam 16 varusam pinuku poyi nalla padam paatha feel kidaikkum illa,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
1 04 intha simbu va paaka thanda pala varsho ma wait pandro thalaivaa ipdi ye nadi athu pothu yengaluku,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
ennappa bigil satham kakevayilla oothannegala illaya enrum thalathan no1 trending,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
ji appadiye eranki sollittinga ji super ji super,0,Not_offensive,0,Not_offensive,0,Not_offensive,5,not-Tamil,False
saathi olipu theva illa saathi otruma samathuvam thaan venum,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,3,Offensive_Targeted_Group,False
marana mass suriya sir ee kola mass uuh,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,5,not-Tamil,False
ungaluku promo venumnalum thalaivara thanda theduringa unga padam sathyama odathuda,3,Offensive_Targeted_Group,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
ena sir rajini ku rajni nu varuthu,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
ajith paraellama nadipenga epom rompa mosam,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,0,Not_offensive,False
மனிதன் பிறந்த மறுநொடியில் இருந்து சுடுகாடு நோக்கி நடக்க ஆரம்பித்து விட்டான் நம் வாழ்க்கையே ஒரு சிறு பயணம் தான் இதில் சாதியை இவ்வளவு தீவிரமாக நம்பும் மனிதர்களை நினைத்தால் மனதில் சிரிப்பு தான் வருகிறது,0,Not_offensive,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,False
pakathane poringa viswasam ah petta ah nu,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
என்னடா இது ட்ரைலர் மயிரு மாதிரி இருக்கு,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
and in the end நான் பில்டப் கொடுக்கவில்லை தானாக இப்படி ஆகிவிட்டது worst ra dai about thalaivar on tv screen,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
இந்த படம் மூலமா கிறுக்கு ரஞ்சித் மற்றும் பட்டியல் இன இளைஞர்ககளை தவறாக வழி நடத்தி அவர்கள் மனதில் சாதிய வன்மத்தை விசமாக விதைத்து திரவிட தெலுங்கு கட்சிகளுக்கு முட்டி போட்டு பிழைக்கும் குருமாவளவனுக்கும் கிறுக்குசாமி போன்றோக்கும் நல்ல செருப்படி கள்ளர் குல தொண்டைமான் சமுதாயம் முக்குலத்தோர் சமுதாயம் திருநெல்வேலி மற்றும் தென்காசி மாவட்டம்,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
thala thalapathy rendu perium ooititaan,3,Offensive_Targeted_Group,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,False
padam release late aanalum paravaa illa aana date mattum sollungga paa thalaiya pichikkura mathiri irukku,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,False
nangge thala fans da vijay 63 kuda nangge support panuvum tamilan da ennore tamilanne kille thaliyude mathum,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
daii rajamoulii summa irunthaa singathaa thatti ezhupitiyee daaww shankar vera level pannirukuraru daww eppaaaa hollywood la illa ithu athuku melaaa,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
adeiiiiii inda chellakutty petta apadiye thokunga da,0,Not_offensive,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
உதய சூரியன் வந்து ஊம்பி விடுங்க காசு நான் கொடுக்கரன்,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,0,Not_offensive,False
trailer theri mass ah irukku ana konjam over scene kaatra maari irukku,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,False
trealier super ana rajini ya kalai ka thevaille,2,Offensive_Targeted_Individual,5,not-Tamil,2,Offensive_Targeted_Individual,0,Not_offensive,False
warning unakku screen la thala varumpodhu unoda vaiii la sripu pakka kudahu ellundhu ninu clap pannanumm okay thala rasigar sangam madhura,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,False
thevidiya pulla pola eruku da baadu semma comedy,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
idhu padam adha vitutu viswasam vivegam nu,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
சப்பாத்த தண்ணீக்க விட்டே இந்த விஜய் ஓட்டிட்டிருக்கார் ரொம்ப நாளா நாமளும் பண்ணலாம் ஆனா சொக்ஸ் எல்லாம் நாறிடும,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
திரௌபதி is good but at the same time பரியேறும் பெருமாள் அசுரன் படங்கள் நல்ல கதை தளம் உள்ள படங்களே அதில் முழுவதும் சொல்ல பட வேண்டியது தேவேந்திர குல வேளாளர் சமுதாய மக்களின் பிரச்சினைகள் ஆனால் மற்ற ஒரு தாழ்த்த பட்ட சமுதாயத்தை சேர்த்து சொன்னதுதான் மன வருத்தம்,3,Offensive_Targeted_Group,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
vedio pakradhuku munnadiye oru like potuten,0,Not_offensive,1,Offensive_Untargeted,0,Not_offensive,1,Offensive_Untargeted,False
inga ivalo caste unity a iruku nijama tamilnadu unity a than iruku thiruma mari nainga than oru cast young people a thapa kondu poran,2,Offensive_Targeted_Individual,0,Not_offensive,3,Offensive_Targeted_Group,1,Offensive_Untargeted,False
indha trailor ah enakku thirumba thirumba paaka thonudhu ungaluku,4,Offensive_Targeted_Other,0,Not_offensive,3,Offensive_Targeted_Group,0,Not_offensive,False
thala pola varuma daa koothipathy vijay fans,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
படம் மிகப்பெரிய அளவில் வெற்றிபெற வாழ்த்துக்கள் போராளிகள் இந்த ட்ரைலரை பார்த்து கதறி சாவுங்கடா,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
10 339 333 views r rocking r 777k r likes r 65k r dis l,1,Offensive_Untargeted,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,False
kunjamavathu puriura mathi podunghada pakka mudiyala,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,False
paakkadhaane pore indha kaaliyoda aattaththa,0,Not_offensive,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,1,Offensive_Untargeted,False
நம் வீட்டு பெண்களிடம் நாடக காதல் எவனும் நடத்தினால் தயங்காமல் அவன் தலையை வெட்டுங்கள் ஏல மக்கா அவனுங்களுக்கு வந்தா இரத்தமாம் நம்மளுக்கு தக்காளி சட்னி யா இனி நாடக காதல் பன்ரவன் வெட்ட படுவான் திருநெல்வேலி காரன் ல,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
ean nu theriyala thalaya paakkum podhu kannu kalangadhu,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,False
enakenamo bgm konjam local ah irundhurundhaa nala irundhirukum nu thonudhu anyone,4,Offensive_Targeted_Other,1,Offensive_Untargeted,1,Offensive_Untargeted,1,Offensive_Untargeted,False
5ரூபா பேனா வாங்குறது முன்னால எழதி பாத்துவாங்கற மக்கள் தலைவனை தேர்ந்தெடுக்கும்போது5 க்கும் 10க்கும் ஆசைப்பட்டு யார் என்றும் எப்படிபட்டவர் என்றும் தெரிந்தும் கூட தேர்ந்தெடுத்து விட்டு வரம் கொடுத்த சிவன் ஓடுவது போல கேள்வி கேட்க அஞ்சி ஓடி விடுகிறார்கள் அறிவுடையார் எல்லாம் உடையார்,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
waiting ne va thala sila nayigal kuraikkathan seiyum,1,Offensive_Untargeted,0,Not_offensive,0,Not_offensive,0,Not_offensive,False
inda police nalla aduvar pola,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,False
arya will you marry me sayeesha mind voice டேய் லூசு நமக்கு எப்பவோ கல்யானம் ஆயிடுச்சி டா,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,3,Offensive_Targeted_Group,False
super star a ithuku mela kalaika varthaiye illa,2,Offensive_Targeted_Individual,0,Not_offensive,2,Offensive_Targeted_Individual,0,Not_offensive,False
rch ayachu da thalapathy rocks enga pa antha s3 address ey kaanom,0,Not_offensive,1,Offensive_Untargeted,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
just looks like cartoon so bad,1,Offensive_Untargeted,3,Offensive_Targeted_Group,1,Offensive_Untargeted,3,Offensive_Targeted_Group,False
velaiya poyi paarungada intha movie confirm flap,3,Offensive_Targeted_Group,2,Offensive_Targeted_Individual,1,Offensive_Untargeted,4,Offensive_Targeted_Other,False
what is this rubbish ayoooo ayo,1,Offensive_Untargeted,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,0,Not_offensive,False
2014 ஆண்டு சென்னை இராயபுரம் பகுதியில் நடந்த நாடக காதல் சம்பவங்களை யாரும் மறந்து இருக்க முடியாது பெண்களே ரிஜிஸ்டர் அலுவலகத்திற்கு வரமால் தருதலை வழக்கறிஞர் கூட்டம் பதிவு திருமணம் 3500 திருமணங்கள் செய்து பல அப்பாவி பெண்கள் வாழ்க்கையில் விளையாடி பணம் பறித்து வந்ததை யாரும் மறந்து விட முடியாது,0,Not_offensive,0,Not_offensive,3,Offensive_Targeted_Group,3,Offensive_Targeted_Group,False
yendaa sarkarrr vishwasathala beat pannamudiyathadaaa soo purunchukangaa surya nalla herothaaa by don t compare ajith vs vijay,3,Offensive_Targeted_Group,1,Offensive_Untargeted,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
padippu irutntha evanalyum onnum pudunga mudiyathu mass,0,Not_offensive,0,Not_offensive,0,Not_offensive,1,Offensive_Untargeted,False
ஆஹா குட்டிபுலி முத்தையா மாதிறி இன்னொரு டைரக்டர் கிடைச்சுட்டாப்புல வாங்க உங்க படத்த ஓட வைக்குறது எங்க பொறுப்பு,0,Not_offensive,0,Not_offensive,2,Offensive_Targeted_Individual,2,Offensive_Targeted_Individual,False
