text,label
niceeeeeee vidio bro,5
super rakshith sir,0
kaltana maadoru rowdism maadoro nodi kalibaeku,1
balepete badrushyana,1
ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc ನ,3
ಚಾಲೆಂಜಿಂಗ್ ಸ್ಟಾರ್ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ all the best,0
yar guru neenu awesome,0
ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc ನ,3
ganesh bhat ಬೆಡುವ ಅವಶ್ಯಕತೆ ನನ್ನಗೆ ಇಲ್ಲಪ್ಪಾ ಬೆಕಾದರೆ ನಿನೆ ಬಾ ಪ್ರಿ ಅಗಿ ಉಟ ಹಾಕತಿನಿ,2
nivu helidu sari nanu follow madthini,0
bro i am your big fan,5
pakka mas nam kannada movie,0
guru eno heludri but sakkatag heludri super guru,0
music superaagi kottidiya guru,0
balepete badrushyana,1
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
super song,0
asn release in nkannada dec 27ntelugu jan 1stntamil malayalam jan 3rdnhindi jan16thnnastaralli ella mobile nalli nodi mugsirtaare aaga release maadi aden record create maadtaro n300 koti beku anta tweet maadidre saaladu ondu cinemana janagalige yav reethi talupisodu anta gottirbeku kurukshetra ide reethi promotion ilde haalagi hoytu innoo idunnoo hange maadtidaare,1
b s ayyo sulemaklu,1
aadu nane broo soul naa replacement maddee bere body gee antha aansthidee,4
bega movie release madrappa buildup amele kodi,3
ye movie hindi mein hogi k nahi,5
ಮಹಾನ್ ವ್ಯಕ್ತಿಯ ರಕ್ತ ಅಲ್ಲವೇ,0
nayak flop yaavdu antha karnataka ge gottu bidi,1
shetty jai,5
igun kaldalli 60 years badkodhe kasta 5000 varsa irtara yakro janara inocentna use madkotira,3
neen super guru,0
ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಲ್ಲದಕ್ಕಿಂತ ಮೊದಲು ಭ್ರಷ್ಟಾಚಾರ ನಿರ್ಮೂಲನೆ ಆಗಬೇಕು,0
ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ asn,0
v ninna luccha ige modale kaddi swalpa body madkond baralu helu olle baavali haage eddane mattu omdu hit movie kodoke helu madirodella flop,3
yakale dbooos bagi matadtya,1
nodarappa yaro heludrala ban yak madbeku antha,0
ಕನ್ನಡ ಸಿನಿಮಾವನ್ನು ಎತ್ತು ಕೊಂಡಾಡುವಂತೆ ಮಾಡಲು ಬರುತ್ತಿದೆ nಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣnnಜೈ ರಕ್ಷಿತ್ ಭಾಸ್ nನಮ್ಮ ಕನ್ನಡದ ಹೆಮ್ಮೆ,0
urkond sai beku,1
super togare teppa,0
ಏನ್ ತುಕಾಲಿ ಫ್ಯಾನ್ಸ್ ಮರ್ರೆ ಟ್ರೈಲರ್ ಬಗ್ಗೆ ಕಾಮೆಂಟ್ ಮಾಡೋದು ಬಿಟ್ಟು ಆ ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ ಅಲ್ ದಿ ಬೆಸ್ಟ್ ಈ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಥು ಇವ್ರ ಜನ್ಮಕ್ಕೆ,3
tik tok badebagan tiktok henda maklu uta hodala,0
anna game yavdu,0
nys cmnt gagana mem,5
nim uru yavdu,0
illi like madidhre chenagiro movie barallanduud kottu encourage madi movie nodidre barathe,0
nimman kelu adna,2
ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ,4
ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮತಾಡ್ತಿಯ,0
ಅವನ ಲೆವಲೇ ಬೇರೇ,0
ನೀ ಬೆಳಿಬೇಕು ರಸ್ಮಿಕ ನಿನ್ನ ನೋಡಿ ಉರ್ಕೋಬೇಕು,2
super duper movie kananda movie industry no1 movie,0
yad ustad ali comedy,5
ರಿಕ್ಕಿ ಬಾಸ್ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ಹಾಗೆಯೇ ಈ ಶ್ರೀಮನ್ನಾರಾಯಣನಾಗಲಿ ಗಗನದಲಿ ಲಾಂಛನ,0
ಸ್ವಾಭಿಮಾನಿ ಶಂಕರ,0
ಸಾರ್ ಇದೆ ತರಹದ ಜಾನಪದ ಚಟಾಕಿ ಹೆಸರುಗಳನ್ನು ತಿಳಿಸಿ ದಯವಿಟ್ಟು,0
gta 5 bro,5
nam mane gu bandida,1
ಯಾದಗಿರಿ ಜಿಲ್ಲಾ ಶಾಪುರ್ ತಾಲ್ಲೂಕು ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಕಡೆಯಿಂದ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಮೂವಿ ಜೆಂಟಲ್ಮ್ಯಾನ್ all theಬೆಸ್ಟ್ ಸೂಪರ್ ಟ್ರೈಲರ್,0
film super tumba kaaduva cinema,1
luv u rakshith shetty sir,5
yelru mobile nalli nodidare theater hogi nodrapoa plz,0
yenri sullu heltira fake fake fake fake fake,2
sonu ಅಭಿನಂದನೆ,0
yella ok iee aroygyake hankaraka bidi yake,1
super song asn bgm,0
ಸೂಪರ್ ಜೈ ಡಿ ಬಾಸ್,0
continue 8 sali kelide song bejare aglilla chindi song and music,0
super i ತರಹದ song ಕೇಳಿ ತುಂಬಾ ದಿನ ಆಯ್ತು,0
15 days inda bari dia movie status akthaedini bro awesome movie bro,0
ajneesh lokanath,5
1 on trending,5
views got struck,5
ondu varshakke 1or2 film madodkintha entha ondu olle film madidre kannada industry ellige ogutthe,4
hands up,5
ಸೂಪರ್ ಗುರು ಗುರು ನಿಮ್ಮೂರು,0
guru avrkina nine over agi adta idiya,2
anjali devi b avinash achari,5
namdu mind set hege andre,1
kannada industri proud to dia movie,5
seems like they are sallu muvi fans,3
sᴛᴜᴅɪᴏ ᴍᴏᴠɪᴇs neen huttidh yav kuttige,2
s b ಪಕ್ಕಾ ಹೇಳ್ದೆ ಗುರು ಈ ಗೂಬಾಡ್ ನನ್ಮಕ್ಳು,0
ನಿಮ್ಮ dedication ನಿಜಕ್ಕೂ ಅಧ್ಬುತ,0
neo curreat bro true,5
bro tiktok ban agide adhre barute ide swalpa settings ge hogi language change madi barute,4
supper i love my kannada,0
telugu version upload madurri,0
edu public mistake alla bidi evara mistake edu one week ga 11 films release adre jana yavdanta nododu its totally mistake of film makers planning,3
ಯಾಕೋ ತುಲ್ಲೇ ತುಲ್ಲಲ್ಲಿ ಕಡಿತಾ ಇದಿಯಾ ಬೋಳಿಮಗನೇ ಬಂದ್ರೆ ತುಲ್ಲರೆ ಹಾಕ್ತಿನಿ ನಿಮ್ಮ ಅವ್ವುನ್ ತುಲ್ಲಿಗೆ,1
movie good but climax i cried,5
super taxi vali baby,5
balepete badrushyana,1
swamake or remake,0
bro ಬಹುದಿನಗಳ ಆಸೆ ಫಲಿತಿ ಸಿತಮ,0
ನಾರಾಯಣ ಬಂದ ದಾರಿ ಬಿಡಿ,0
monster_kannada ಲೋ ಬೀದಿ ಸೂಳೆ ಮಗನೆ ನಿಂಗೆ ಅಷ್ಟು ತಾಕತ್ ಇದ್ರೆ ನೀನು ಒಬ್ನೆ ಅಪ್ಪನಿಗೆ ಹುಟ್ಟಿದ್ರೆ ನೀನ್ ಹೇಳೋ ನಿನ್ ತುಣ್ಣೆ ನಿಂಗೆ ಗಟ್ಟಿಗೆ ನಿಂತಿದ್ರೆ ನನ್ ಅಡ್ರೆಸ್ ಕೊಡ್ತೀನಿ ಬಾರೋ ಪಾರ್ಥಸಾರಥಿ,2
ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ,1
all the best n yella kannadigana paravagi nyella nataru nammavare,0
super bro huge video madu anna,0
dubbing madidare song agodilaa 100 million,1
yakri janagalna dari tapso kelsa madtira,3
i hate tiktok mobile thagondagindanu install made illa i hate this,4
ಸಾಹಿತ್ಯ ಓದಿ ಹಾಡು ಕೇಳಿ ಆನಂದಿಸಿ,0
i love ರಕ್ಷಿತ್,0
gowda neen anbeda bidolo,2
supper p boss yar unlike madidhare nodi urkondu saytor anta,3
ದೀಯಾ ಗೆ ಮೊದಲ ಪ್ರೀತಿಯ ಮಧ್ಯಾಂತರ ಶಾಕ್ ಕೊಟ್ಟರೆ ಎರಡನೇ ಪ್ರೀತಿಯು ಕೊನೆಯಲ್ಲಿ ಶಾಕ್ ಕೊಡುತ್ತದೆ ಕಥೆ ಚಿತ್ರಕಥೆ ಸಂಭಾಷಣೆ ನಿರ್ದೇಶನ ಸೂಪರ್ 4 ಜನರು ತುಂಬಾ ಚೆನ್ನಾಗಿ ನಟನೆ ಮಾಡಿದ್ದಾರೆ ಇಬ್ಬರೂ ನಟರು ಸೂಪರ್ ನಟಿಯೂ ಸೂಪರ್ ಪವಿತ್ರ ಲೋಕೇಶ್ ಅವರ ನಟನೆ ಅದ್ಬುತ ಒಂದೊಳ್ಳೆ ಅದ್ಬುತವಾದ ಸಿನಿಮಾ,0
ಮೋಸ ಮಾಡಿ ಹೋಗುವ ಹುಡುಗಿರಿಗೆ ಇದೇ ತರ ಬುದ್ದಿ ಕಲಿಸಬೇಕು rakshithsheety come back,3
yavdu nodtidira adar bagge aste madi adu bittu avara fan ivara fan ninda all the best anta bogalbedi,3
ನಂಬರ್ ಒನ್ ಟ್ರೆಂಡಿಂಗ್ ಸಾಂಗ್,0
sir nem no kodie plz plz,0
stupid fans buildup raaja neen est janunna nodidya choolnanmagne,2
super roast but e pubg vedios yake sink madi roast madtira change madi,3
ಬ್ರೋ ಟಿಕ್ ಟೊಕ್ ಬ್ಯಾನ್ ಮಾಡ್ಬೇಕು,0
le kelly yak guru yella kade negative agi matadtidiya yaake avr ella wish maadtidare aste if u gonna watch its upto u just dont trigger evrone at no reason,0
superb movie i love this movie very much,5
nimma customer reactionna video maadi youtube channel open maadi upload madi sir,0
parthasarathi ನಿಮ್ಮ ಅಮ್ಮನ್ ಕಳುಸ್ತೀಯ,2
sir nivu superb sir,0
v ccc gihkhj,5
dubbing madidare song agodilaa 100 million,1
pavan nanu ivag nodidnalla adakke hakide 383k like hagiddo adakke comment madide tapputilkobedi okk naaaa,0
ennu madu guru eee sule magllu du troll na,3
i like it kanta ni like it,5
rock song rs boss,0
dislike yav mahanbhavru madiradu guru looks like promising trailer,1
nijavaglu kannadiga agiddakke hemme agtide guru,0
ಎನ್ ಇಡಿಟ ಮಾಡಿದಿರಾ ಗುರುವೆ,0
ಮಾಡಿದ್ದೀರಾ ಅನ್ನುವುದು ಕ್ರಿಯಾಪದ nಅದಕ್ಕೆ ಕೇಳುಗ ಯಾವ ರೀತಿ ಯೋಚನೆ ಮಾಡ್ತಾನೆ ಅದರ ಮೇಲೆ ಅರ್ಥ ಡಿಪೆಂಡ್ ಆಗುತ್ತೆ nnನಿಮ್ಮ ಮನಸ್ಸಲ್ಲಿ ಇರುವುದನ್ನ ಜನಕ್ಕೆ ತಿಳಿಸಿದ್ದು ನಿಮ್ಮ,0
pakka hit movie,5
super song,0
full roast madiddiya e somberigalige,3
vishwajeet chauhan ok da cool,0
nanu 999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999 sala ee songaanu keele dini,0
good massage broooo lv u,0
super brother rajakiya laba yenidide ano yochane,3
sanskrit language bro,5
neevu varshkke ondu cinema madru supper 1varshkke 34cinema madobadalige intha ondu cinema saku,0
basavaraj tambak lol peddha,2
yavdu nodtidira adar bagge aste madi adu bittu avara fan ivara fan ninda all the best anta bogalbedi,3
pakka bro 100 nija,0
100 days pacca,0
sir ye song tamil language me hai,5
any non kannadiga here,5
ಒಳ್ಳೆಯ ಟೇಸ್ಟ್ ಅನ್ನೋದು ಎಲ್ಲರಿಗೂ ಇರೊಲ್ಲ ಕೆಲವರಿಗೆ ಮಾತ್ರ,0
ayyo guru yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru nmahabharata tumba olle moral story jeevanakke bekagiro tumba paata ide idralli adunella use madkondu olle jeevna madbeku aste,1
thika urkondu dislike madbittidira already nsuper song asn nnam shettru steps anthu,3
really diya karnataka crush agbitidare nija taane love u diya,0
kelly hinge matad tidre adne madtini,2
cindi song repeat mode unlimited,0
kelta kelta finally idu kick kodtu excellent,0
tumba kushi aythu e video nodi devru nimmanna chennage edli sir,0
e video nodi namma desha e stiti nodi bejar aytu nbangarada akki agidda bharatakke e paristi barabaradittu,4
please upload drama song,5
thandage thakka maga mado kelsa hemmenda madi all the best,0
raj arya nija kananna,0
promotion ond bittu mikid ellanu chanag madtidira,3
hemme aagutte sir neevu nijakku great,0
say say say sayta,5
ಅವನೇ ಶ್ರೀಮಾನ್ ನಾರಾಯಣ ಕುಡುಕನ ವರ್ಷನ್ nnಹೇ ನಿಮ್ಮನ್ನೆಲ್ಲ ಯಾರೋ ಒಳಾಗ್ ಬಿಟ್ಟಿದ್ದೂ nnನನ್ ಮುಖ ನೋಡಿ ಕೇಳ್ತಿದೀಯಾnnಬೋರ್ಡು ಕಾಣುಸ್ತಾ ಇಲ್ವಾ,4
s reddy 1,5
jai asn njai karnataka,0
odeya film yeng edhe nodudra,0
super roast but e pubg vedios yake sink madi roast madtira change madi,3
ಸೂಪರ್ ಸಾಂಗ್ ಹುಲಿಯ,0
v looo thikamuchkondu hogi nim balegara sudeep helu bari kannada movei thegiyokke mangdhulle,0
rashmika andre yaru guru nthukali sule edalala avle erboda,2
ಲಾಸ್ಟ್ ಅಲ್ಲಿ fork ಎಸೆದಿದ್ದು shaanvi aka lakshmi ಇರಬಹುದಾ ಅನ್ನೋರು like ಮಾಡಿ,0
ನಗು ಬರಲ್ಲ ಅಂತ ಹೇಳಿ ನಗುಸ್ತಿರಲ್ಲ ಬ್ರೊ,0
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
mostly nimma mate keli tic tok ban agirbeku ಅಣ್ಣ ಏನಾದ್ರು ಆಗ್ಲಿ ನಮ್ಮ ಅಸೆ ನೆರವೇರಿತು tq u ಮೋದಿಜಿ,0
below average songs,1
ಸೂಪರ್ ಆಗಿ ಹೇಳ್ದೆ ಗುರು,0
ರಕ್ಷಿತ್ ನಿಮ್ಮ ಕೈಯಲ್ಲಿ ಕನ್ನಡ nಸುರಕ್ಷಿತ,0
swag ka baap rakshit shetty,5
super bro,5
ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ,0
awesome,0
le ganduntikamucchunnee tara worst song nin kayalli madakke agutta,4
ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಾತ್ರ,0
jai d boss,0
dislike madiroru pakka rashmikha kadeyavare,3
ಈ ಸಾಂಗ್ ಎಷ್ಟು ಅಡಿಕ್ಟ್ ಆಗಿದೆ ಅಂದ್ರೆ ಡೈಲಿ ಮಿನಿಮಮ್ 5 ರಿಂದ 6 ಸಲ ನೋಡ್ಬೇಕು ಅನ್ಸುತ್ತೆ ನೀವೇನ್ ಅಂತೀರಾ,0
yaru boss alla,0
super super boss,5
super super super,5
salute you sir i met once you i am happy,5
promotion chennagi nadtilla,3
asn kgf,1
tamil telugu and malayalam song galalli rakshith and yash avarige compare madidira,0
k le nin dagar bandli agtavne modlu kudlu olskoloke yelu ella nin avnu musodilla,2
tiktok ದೂಳು ivathinda,1
ಪ್ರೀತಿಗೋಸ್ಕರ ಪ್ರಾಣನೆ ಬಿಡ್ತಾರೆ,4
1 3k unlikes madiruvavru rashmika fans irbahoda super song shetre slow poison song,3
mp3 osm bro,5
kiccha fans kade inda congratulations pajju,0
promotion chennag madilla,1
description alli insta link akiddini nodi guruve,0
suspen movie prajaval,5
reamke king d boss,0
trailer barii ide nodlebeku,3
nija helidri sir nimma video nodi admele kuda namma bhatiyaru badalali antha pray madtini,0
ಸೂಪರ್ ಸಾಂಗ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್ nನಮ್ಮ ಉಡುಪಿ ಜಿಲ್ಲೆಯ ಹೆಮ್ಮೆ,0
friends un like madirooru mostly daggr fanz erbeku alaava,3
೨೫ ವರ್ಷಗಳ ಹಿಂದಕ್ಕೆ ಕರೆದೊಯ್ದು ಬಿಸಾಕಿ ಬಿಟ್ಟಿತು ಈ ಕಥೆ,0
sir nimm mathininda navu kalibeku agirodu ennu thumba ede ntqq u so much nhelth na channagi nodkoli sir ngod bless you,0
anna e game yavudu,0
ultimate kannada movie super,5
ಏನು ಅಂತ ಗೊತ್ತಿಲ್ಲ,1
lyrics super guru,0
ಅದ್ಭುತವಾದ ಚಿತ್ರ ಆದ್ರೆ ಚಿತ್ರ ಮಂದಿರದಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಆ ನೋವು ತುಂಬಾ ಕಾಡುತ್ತಿದೆ,0
siddu c ramannavar,5
super more enjoyable,5
kiran kumar same here,5
trueley fact true man love you sir,5
setty illi gojjekesari yash du nayinu musalla,2
fuck u bollywood,5
jain gottu bidu maga ningu avna bagge sumne yake bildup,2
ಈ ಸಿನಿಮಾ ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಮಾಡಲಿ,0
promotion heg madodo anta kaliri,3
nyc trailer praju,0
avane shriman narayana,0
ऊ आह क न ह n nह ह ह हहह,5
unique actor super maga,0
super sir,5
full havli idona bidi bro kannadigaru navinnu idivavala,0
evnoba sade banda illi,2
dislike mado tukaligalu ond movie screen madli saku adestu kasta anta gottagutte all the best for this move,4
nivu heliddu nija,0
super annaa,0
vinu ಇವ್ನು ಯಾರ್ ಗುರು ನಂದೆಲ್ಲಿ ಇಡ್ಲಿ ಅಂತವ್ನೆ,1
idu 100 nija nija,0
jai asn rakshith shetty,5
well said bro,5
bangalore ಗೆ ಬನ್ನಿ ಕಾಲ್ ಮಾಡಿ 9743436877,0
ಈ ಸಾಂಗ್ movie ಅಲ್ಲಿ ನೋಡುವಾಗ ಫೀಲ್ ಬೇರೆನೇ ಇತ್ತು,0
allow illo kelid nenapu,0
super song lovely,0
bindu lowda hidko ba nan lowda,2
ನಿಜವಾಗ್ಲೂ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ song rakshith sir all the very best,0
idu charitre srustisuva avataranme,0
sir super matadidre,0
video sir,5
ಇಲ್ಲಿಂದ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲಿಸಲಿ,0
hands up for asn,5
supe togari tippa,5
for bollywood,5
actually ಇದು ಇದು song ಅಂದ್ರೆ ಏನಂತೀರಿ ಗೆಳಯರೆ,0
video 18 min innu video upload maadi 12 min agide complete video nodade dislike madthirallo,3
super song r s fans,5
ಇದು ಚರಿತ್ರೆ ಸೃಸ್ಟಿಸೋ ಅವತಾರ,0
ಸರ್ ನಾವ್ ಬೇಜಾರ್ ಆದಾಗ ಇಂತಹ ಕಥೆ ಕೇಳ್ತಿನಿ,0
e video nodi namma desha e stiti nodi bejar aytu nbangarada akki agidda bharatakke e paristi barabaradittu,4
pranjali raj nija boglu ninu kannadiga alva,2
soundarya hi,5
ಪೃಥ್ವಿ ಅವ್ರು ಕಾಸರಗೋಡಿನವರು ಅಂತ ಕೇಳಿ ತುಂಬಾ ಖುಷಿಯಾಯ್ತು,0
love u team,5
e bevrcgal maneli yavandru sathidre sari erodu,4
y boss yaro sade,1
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
super songs,5
naik nide beda anta helodu,0
yenelbeko gothagtilla nim swabimanakke ondu salam sir,0
hands upn tamil nadu,5
music ಅಂತು supperrrr ಸರ್ ನಿಮಗೆ handsap,0
thu dabba movie sulemagand,4
mutturaj melageri and,5
super guru,0
ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,0
namma tande nu heege sir,0
unique tune ade thamte,1
superb bro ever green,5
seems like they are sallu muvi fans,3
report him,5
2019 utter flop in sandlewood,3
waa madiddare hige madbeku pan indian film ge,0
anna intha kachada nahigallna roast madodralli tapenilla asn dialogue daritapdhorna kshamisbodhu thap daari hiddhornallla nim jothe iddhivi anna,4
suvarna chanle nemge studio elva yvdo gujari jagadali madidira ade star actors agidre hege madtidra,3
super hit song in kannada,0
prajwal devaraj sir,5
cult guru ellaa actors ade halkaa kelsaa maadodu bidappa raaja,0
link share madi,0
bro super broo,5
yalru hands up madi avane srimannarayana,0
he need break,5
steps r just lit,5
i like ur all videos,5
13 karnataka dalle bere bhashe movie nodor jaasthi aagidare,0
ಸೂಪರ್ ಗುರು,0
nayak flop yaavdu antha karnataka ge gottu bidi,1
dislike kon kiya re m 0d,4
rashmika dagar munde,0
masthmaga na duplicate madbitaru amar sir,2
vp sir super singing,5
bere movie trailer nodi,0
kittod nanmaklu maarayya,4
best song,0
bindu gowda lofer avlu,2
ನಿಮ್ಮ ನಾಯಕರಿಗೆ ಹೇಗೆ ಬೇಕಾದರೂ ಹೊಗಳಿಕೊಳ್ಳಿ ಆದರೆ ಇಲ್ಲಿ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣನವರನ್ನು ಎಳೆದು ತರುವುದು ಏಕೆ,2
vn kannadalli helu bro gothagalla english idu remake a,1
what a movie superb,0
guru chaines apps yavyavu antha ondhu list kodi avna nam mobile ali instal madala,4
ಬಹಳ ಸೂಪರ್ ಗಿ ಬೈದ್ದಿದ್ದಾರ ಅಣ್ಣ,0
ನಿಮ್ಮ ತಂದೆಯ ನಾನು ಫ್ಯಾನ್ ಹಾಗೆ ನಿಮ್ಮ ಫ್ಯಾನ್ ಸೂಪರ್ ಸರ್,0
yes agreed first time keldaga ansituu but 4 5 keldaga agoitu,4
ದೇಶಧ್ರೋಹಿಗಳು ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದರೆ ನೀವು ನಿಜವಾದ ದೇಶ ದ್ರೋಹಿಗಳು ನಾಚಿಕೆ ಆಗಬೇಕು ನಿಮ್ಮ ಜನ್ಮಕ್ಕೆ ಇಂತಹ ಅದ್ಭುತವಾದ ವಿಡಿಯೋ ಗಳಿಗೂ ಡಿಸ್ ಲೈಕ್ ಮಾಡಿದ್ರಲ್ಲ ನಿಮಗೆ ನಾಚಿಕೆ ಆಗಲ್ವಾ,3
s islam ಎಲ್ಲ ದೇಶಗಳಿಗೂ ಮಾರಕ,1
superb song,0
ಸೂಪರ್ ಸರ್ ಈ ಸಾಂಗ್ ನನಿಗಂತೂ ತುಂಬ ಈ ಆಡು ದಿಫ್ಫ್ರೆಂಟ್ ಅಂತ ಅನಿಸಿದರೆ ನನ್ ಫೇವರೆಟ್ ಸಾಂಗ್ ಆಗಿದೆ ಕಣ್ರೀ ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸರ್ ವಾಯ್ಸ್ please more then peples watch this song super ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಇಷ್ಟ ಆದ್ರೆ ಲೈಕ್ ಮಾಡಿ ಇಷ್ಟ ಆಗಲಿಲ್ಲವಾ ಸುಮ್ನೆ ಕುತ್ಕೊಳ್ಳಿ ಯಾಕ್ ಸುಮ್ನೆ ಡಿಸ್ ಲೈಕ್ ಮಾಡ್ತೀರ,0
nijavaagalu charithre srishtisida avathaara ee rakshtitha shettaradu hatsup,0
guru e badyav heltirod bari sulu,2
super song bro,5
song matra lit agide,0
rudragouda marigoudra super,5
tiktok byan agiddu olledu aythu anna,0
diya thumba chennagide ondu olle prayathna movie kone vargu sinimada ondu bhagavagi ondu olle feeling nalli movie na nodthidde but kone seen nijakku ishata aglilla tragidi ishtondu bekitta ellara manisige ishta ada adi na sayisbekitta so last seen nodida thakshna alliyavaregu idda feel pat antha maya agi edenu heeg madudru ansuthe,3
idu charitre srustisuv avatar,0
ಬ್ರೋ ಅವರು ಗೆ ದೇಶದ ಬಗ್ಗೆ ಅಭಿಮಾನ ಇಲ್ಲಾ ಬಿಡಿ,4
nimdu bari ide aagoythu telegu avaru copy maadudre tm movie nodthira kannada davru own aagi maadudru kyathe thegithira,4
dub it to malayalam,5
ಸೂಪರ್ ತೋಗರಿ teppa,5
yen clarity guru nivu madiro video,0
nambike eruvavaru nodi,4
ಕನ್ನಡ ಕೈ ಇಟ್ ಮೇಲೆ ಎಲ್ಲಾ ಬೆಂಕಿನ,0
movie was legendary ninu itihasa baryoke bandirodu maga kannada indutry history baredre eradu part irutte ondu rakshit baroku munche mattondu rakshit bandadmele,0
movie dekh li kya,5
ರೋಮಾಂಚನ ಅದ್ಬುತ ಹಾಡು,0
insta link akiddini nodi brother,0
oooo super sir,0
thogari tippa super,0
ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ,2
ಏನ್ ಪ್ರಾಸ ಗುರು ನಿಂದು nnkn deng devru madu tiktok na,0
enta super song,0
hit like for dboss,5
chiki chiki chiki chikapa nidde madidu saaku swalpa helapa wowwwwwwwwww mastuuuuuuu,0
ಅದ್ಬುತವಾಗಿದೆ ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಚಿತ್ರದ ಹಾಡು ಹ್ಯಾಂಡ್ಸಪ್,0
alla darshan fans,0
super sir namge thumba istavada kathe nam parents ge kelisbeku aadastu bega idanna,0
one man armye,0
nanu tiktak ballisilla avivekialu youtub nu kuda almadutidira nimmantorinda aellu agutte,3
anjali devi hi,5
nice,0
blast full,5
super jai d boss,5
guru kiccha matte puneet matte shivanna boss anta yaaru annala guru,2
agreed virat kohli looks,5
shetty ಯಾವನ್ ಗುರು ರವೀಂದ್ರ,0
ಕನ್ನಡ ಸಿನಿಮಾ ದ ಅವತಾರ ಶುರುವಾಯಿತು,0
ಯದ್ದಮಾಡಬೇಕು ಓದಬಾರದು ಕಟುಕರಮುಂದೆ ಭಗವತ್ಗೀತೆ ಅದ್ಬುತ ರಚನೆ,0
motour ಹಸಿರುವಾಸಿ,0
nija super movie please re release maadi,0
dislikers dagar rashmika fan,2
super answer s,5
சூப்பர் சாங்க் அண்டு விசுவல் எபக்ட்,5
plz dayvitto kannada film industry yali ivrgge film gallali chence koddi yappa,0
4 19 srk pose,5
